client_id,local_train_loss,local_train_acc,local_test_loss,local_test_acc,total_agg,staleness
4,2.167828667923562,0.19276160503540518,2.1695002984287792,0.18961447678992918,1,0.0
1,2.146920959825018,0.20401606425702812,2.1524877502257564,0.21445783132530122,2,1.0
2,2.116653064855142,0.22098569157392686,2.1219753066761884,0.21661367249602545,2,1.0
3,2.1669160220817054,0.2062852538275584,2.153390324951467,0.21635777598710718,2,1.0
0,2.1270993751605536,0.20804331013147717,2.123925014327684,0.20378963650425366,2,1.0
1,2.1562570499129086,0.18714859437751005,2.15582223685391,0.18313253012048192,3,2.0
2,2.136470512669113,0.20588235294117646,2.1392340447830662,0.20429252782193957,4,3.0
3,2.1223944464967097,0.19621273166800968,2.1182484905341283,0.18976631748589848,4,3.0
4,2.1467046184299687,0.20298977183320221,2.142204861862279,0.2069236821400472,5,3.0
0,2.100096997418149,0.22157772621809746,2.1106499242671957,0.21577726218097448,6,3.0
2,2.1156238948597625,0.23529411764705882,2.120952851821584,0.23211446740858505,7,4.0
1,2.1017259747148995,0.20321285140562248,2.0981100174317877,0.21044176706827308,8,4.0
3,2.1016261855216873,0.24214343271555197,2.0983696729305,0.2324738114423852,9,4.0
4,2.1374471285134953,0.2081038552321007,2.1373858658185068,0.2077104642014162,10,4.0
0,2.0630627136680384,0.25019334880123745,2.070389949713026,0.23588553750966745,11,4.0
2,2.084917601417093,0.22615262321144675,2.080318416813788,0.22615262321144675,12,4.0
1,2.085078345723899,0.23373493975903614,2.08668997680327,0.2357429718875502,13,4.0
3,2.0389555073091814,0.23207091055600323,2.0486822290635707,0.22360999194198228,14,4.0
4,2.0698867408803463,0.2143981117230527,2.0733396961968493,0.21675845790715972,15,4.0
0,2.0915126347855275,0.18677494199535963,2.091492574895341,0.17981438515081208,16,4.0
2,2.0375084467646807,0.23529411764705882,2.036585372657958,0.2273449920508744,17,4.0
1,2.02779127852505,0.22449799196787149,2.0291707986808687,0.22248995983935743,18,4.0
3,2.0177443413653746,0.23932312651087834,2.0200419700693257,0.23771152296535053,19,4.0
4,2.0166589493455143,0.23918174665617625,2.0155622548329184,0.23406766325727774,20,4.0
0,2.0285809560054417,0.23472544470224285,2.032723283730822,0.23472544470224285,21,4.0
2,1.9770539409594998,0.27344992050874406,1.9802455706892028,0.2714626391096979,22,4.0
1,1.9917075635917694,0.24899598393574296,1.9914820221054506,0.24819277108433735,23,4.0
