client_id,local_train_loss,local_train_acc,local_test_loss,local_test_acc,total_agg,staleness
4,1.7446265014569138,0.412472647702407,1.7578869257244552,0.39059080962800874,1,0.0
1,1.9849480492061795,0.3486766398158803,1.9768707551945202,0.34522439585730724,2,1.0
0,1.8978565773427092,0.3140964995269631,1.9006326992554605,0.315515610217597,3,2.0
4,1.7142485862748629,0.4923413566739606,1.720018224069274,0.4912472647702407,4,2.0
3,1.733332231255794,0.4076415612974162,1.7367349473115439,0.40929081913139087,5,4.0
1,1.924405150775668,0.37284234752589185,1.9242655048436208,0.37284234752589185,6,2.0
2,1.6399330317563832,0.38269419862340215,1.641729329234848,0.3830875122910521,7,6.0
0,1.894536739040797,0.3249763481551561,1.8924162675438903,0.3240302743614002,8,3.0
8,1.893154691740914,0.3544197737746125,1.8948258333342016,0.3627984918307499,9,4.0
9,1.9625125835358745,0.3025540275049116,1.9648307088784478,0.30353634577603145,10,4.0
11,1.931872137003149,0.295796986518636,1.9370655160778387,0.28945281522601113,10,2.0
1,1.9718350368210031,0.3814729574223245,1.97279006318201,0.38837744533947066,11,3.0
9,1.9714780102075902,0.2676817288801572,1.970095291353162,0.2681728880157171,11,2.0
1,1.898192667714197,0.40218642117376296,1.9025101926439238,0.38837744533947066,12,2.0
0,1.847313821259375,0.3547776726584674,1.846308540485891,0.3708609271523179,13,3.0
15,1.6801972516075732,0.5040380047505938,1.6766492168014235,0.5026128266033254,13,2.0
11,1.9031667696115613,0.3053132434575734,1.8962088262722854,0.31086439333862015,14,2.0
0,1.803818161237206,0.34531693472090824,1.800777560263844,0.34720908230842007,15,3.0
9,1.9216625479677572,0.2917485265225933,1.9269849064307971,0.300098231827112,16,4.0
1,1.8267251928052912,0.39758342922899886,1.8197083023255658,0.3970080552359033,17,3.0
15,1.5616909863546737,0.5339667458432305,1.5564063709308869,0.5320665083135392,18,4.0
11,1.8353107308320447,0.317208564631245,1.840685476772753,0.31086439333862015,19,4.0
4,1.3845665808318741,0.5612691466083151,1.3931881763220355,0.5547045951859956,20,3.0
7,1.4801690709238817,0.43486286919831224,1.4867189342965557,0.4282700421940928,21,5.0
1,1.8090239571208098,0.3947065592635213,1.8108777318094076,0.39758342922899886,22,3.0
15,1.5647603108027768,0.5315914489311164,1.5670052134226167,0.532541567695962,23,4.0
4,1.296780132621331,0.6017505470459519,1.3058793599548173,0.6050328227571116,24,2.0
2,1.623360225326778,0.3907571288102262,1.6298278276430354,0.3911504424778761,25,4.0
1,1.8072248584793407,0.41657077100115075,1.8053743586852993,0.42692750287687,26,2.0
15,1.5097202990230643,0.523040380047506,1.5097638701599738,0.5292161520190024,27,2.0
4,1.241671901954342,0.6214442013129103,1.2454724687455259,0.6105032822757112,28,2.0
7,1.6062269623269512,0.4129746835443038,1.6205165557217498,0.40374472573839665,28,6.0
4,1.24391794074286,0.6061269146608315,1.2454902950992208,0.6028446389496718,29,3.0
17,1.5343056556131127,0.5406758448060075,1.5402394601788478,0.5456821026282853,30,3.0
5,1.7048325294319395,0.41872791519434627,1.6974147297047053,0.42314487632508835,31,3.0
4,1.2244353432624033,0.5864332603938731,1.2261758804060436,0.5787746170678337,32,2.0
19,1.5507644666075215,0.41316872427983536,1.541612239237185,0.4111111111111111,33,6.0
17,1.5550392815407286,0.5431789737171464,1.5523312618496719,0.5469336670838548,34,2.0
7,1.5286413662544283,0.4496308016877637,1.526558129093315,0.4688818565400844,35,5.0
5,1.6481179748744088,0.4297703180212014,1.6432786270080944,0.4249116607773852,36,4.0
10,1.8706231867279788,0.29480840543881337,1.8714556897379118,0.2892459826946848,37,3.0
11,1.794323644309078,0.3576526566217288,1.791804286717045,0.3719270420301348,37,2.0
10,1.8858777617641962,0.29357231149567364,1.8784004078512582,0.31025957972805934,38,3.0
17,1.4791121132233565,0.532540675844806,1.4824340183833364,0.5344180225281602,39,3.0
17,1.4655743941795245,0.5469336670838548,1.4580913243514575,0.5469336670838548,39,2.0
11,1.6951853674995248,0.3798572561459159,1.6903436641481355,0.3774781919111816,40,2.0
5,1.6629074483372719,0.43109540636042404,1.6703979295049876,0.43153710247349825,41,4.0
7,1.625085097324999,0.3779008438818565,1.6187678505096756,0.3805379746835443,41,5.0
17,1.5280514730231485,0.5513141426783479,1.5435282640970396,0.5438047559449312,42,2.0
5,1.5890256507657863,0.4540636042402827,1.5910072212926911,0.4531802120141343,43,3.0
11,1.6370495900003614,0.41554321966693103,1.6338367512262029,0.4290245836637589,44,3.0
18,1.6101943925139193,0.4238961038961039,1.6047229885745358,0.43584415584415587,45,6.0
9,1.7201354524709855,0.36345776031434185,1.7196004645997742,0.36345776031434185,46,3.0
7,1.9188495235604073,0.3813291139240506,1.9047579201967908,0.3850210970464135,47,5.0
5,1.6494983839061994,0.4456713780918728,1.6491501255507184,0.44346289752650175,48,3.0
11,1.6246501470160428,0.3711340206185567,1.6281473637572552,0.38065027755749403,48,3.0
12,1.0577056087664705,0.627363184079602,1.0603961846128624,0.6283582089552239,49,2.0
5,1.6692557583428103,0.44434628975265017,1.6735436516178792,0.4386042402826855,50,4.0
13,1.6518072892939903,0.42667277726856095,1.65155145151696,0.4142988084326306,50,3.0
11,1.5662223021252395,0.42664551942902457,1.564257137365137,0.4337827121332276,51,2.0
5,1.6046529852459372,0.4469964664310954,1.5993150624285317,0.45097173144876324,52,3.0
12,0.9855274828512277,0.6373134328358209,0.9809033806644268,0.6467661691542289,53,3.0
7,1.4776226991339574,0.4588607594936709,1.4724168742256325,0.4620253164556962,54,6.0
13,1.5494474303711454,0.4679193400549954,1.5579536978418296,0.46837763519706693,54,3.0
1,1.5980924429635595,0.4441887226697353,1.5936213698842583,0.4482163406214039,55,2.0
5,1.727551948476596,0.41872791519434627,1.7202234685210374,0.428886925795053,56,2.0
7,1.4080994003432712,0.4767932489451477,1.4070585266950262,0.4686181434599156,57,4.0
0,1.5797037806506413,0.4413434247871334,1.5666281204801071,0.4422894985808893,58,3.0
13,1.6441527871665989,0.4413382218148488,1.630941192618649,0.44912923923006415,58,3.0
0,1.5631355648347536,0.4474929044465468,1.5660733995058678,0.4446546830652791,59,2.0
5,1.5270764785604847,0.4730565371024735,1.5329468212363577,0.4734982332155477,60,3.0
3,1.471614373719843,0.4857064321055525,1.4824799567936147,0.482957669048928,61,4.0
13,1.5842018320842362,0.45279560036663613,1.5742809619518947,0.4596700274977085,62,2.0
18,1.5874503223617356,0.4342857142857143,1.5891179975286707,0.43194805194805197,63,5.0
14,1.3988331786267043,0.48128172588832485,1.403673132664056,0.4857233502538071,64,4.0
5,1.6804868526256547,0.4218197879858657,1.6853896101456227,0.4191696113074205,65,3.0
10,1.7428697132504325,0.3695920889987639,1.7474038151492295,0.37330037082818296,65,2.0
5,1.5113798426233838,0.48100706713780916,1.5244158030398742,0.47835689045936397,66,3.0
11,1.510072684306932,0.45519429024583663,1.5252432539574594,0.44964314036478986,67,3.0
