total_agg,avg_train_loss,avg_train_acc,test_loss,test_acc,time
700,0.022503796256513515,0.9976781425140112,183.16053337402343,0.3359,1764962200.749828
705,0.06501555223526702,0.9944755804643715,231.24629443359376,0.3015,1764962216.7944496
710,0.07644144641602343,0.9939490445859872,366.37063740234373,0.2801,1764962230.2462735
715,0.05143110639075194,0.9956765412329864,328.2691380859375,0.279,1764962245.2664647
720,0.06381296041705545,0.9945556445156125,313.95325283203124,0.2836,1764962260.6386557
725,0.02502346494870784,0.9969575660528422,234.919528515625,0.3067,1764962275.48193
730,0.022813005714676215,0.9980784627702162,291.31290771484373,0.3066,1764962290.7774177
735,9.863855654830105e-08,1.0,279.42229497070315,0.3061,1764962305.887463
740,0.0,1.0,277.8478217285156,0.3074,1764962322.6808257
745,0.0,1.0,277.7005225585938,0.307,1764962338.8803532
750,0.0,1.0,277.6391177246094,0.307,1764962355.149927
755,0.0,1.0,277.64529365234375,0.307,1764962368.3322046
760,0.0,1.0,277.62197075195314,0.3073,1764962383.5176015
765,0.0,1.0,277.6056771972656,0.3077,1764962398.7049184
770,0.0,1.0,277.581730859375,0.3074,1764962413.3096023
775,0.0,1.0,277.55878129882814,0.3074,1764962428.7397425
780,0.0,1.0,277.5471616210938,0.3075,1764962444.8348858
785,0.0,1.0,277.54484306640626,0.3075,1764962461.3709917
790,0.0,1.0,277.53344287109377,0.3076,1764962477.33635
795,0.0,1.0,277.53409482421876,0.3075,1764962490.9574857
800,0.0,1.0,277.52809189453126,0.3075,1764962506.4449518
805,0.0,1.0,277.52407890625,0.3078,1764962521.8267324
810,0.0,1.0,277.515011328125,0.3078,1764962536.4543777
815,0.0,1.0,277.5137010742188,0.3078,1764962553.7118914
820,0.0,1.0,277.5098560058594,0.3078,1764962569.913114
825,0.0,1.0,277.5083873046875,0.3079,1764962585.9169834
830,0.0,1.0,277.50520146484376,0.3078,1764962599.5071766
835,0.0,1.0,277.506440625,0.3078,1764962614.9248946
840,0.0,1.0,277.5040142578125,0.308,1764962630.46844
845,0.0,1.0,277.50421044921876,0.308,1764962645.2891214
850,0.0,1.0,277.5019167480469,0.3079,1764962659.9343624
855,0.0,1.0,277.4991116699219,0.308,1764962677.9271598
860,0.0,1.0,277.49937534179685,0.308,1764962694.122494
865,0.0,1.0,277.4951337402344,0.3081,1764962710.1355479
870,0.0,1.0,277.49397744140623,0.3081,1764962723.5465364
875,0.0,1.0,277.49063989257814,0.3081,1764962738.5895994
880,0.0,1.0,277.4917984375,0.3082,1764962754.0071433
885,0.0,1.0,277.4926790527344,0.3083,1764962768.900468
890,0.0,1.0,277.4905776855469,0.3083,1764962786.2929332
895,0.0,1.0,277.4916376953125,0.3081,1764962802.7799163
900,0.0,1.0,277.49081005859375,0.3082,1764962818.5978608
905,0.0,1.0,277.49353994140625,0.3084,1764962832.950477
910,0.0,1.0,277.49188916015623,0.3083,1764962848.4636884
915,0.0,1.0,277.49225458984375,0.3082,1764962863.578887
920,0.0,1.0,277.4946055664063,0.3085,1764962878.8784902
925,0.0,1.0,277.4933969726562,0.3083,1764962893.9817502
930,0.0,1.0,277.4919103515625,0.3083,1764962909.37834
935,0.0,1.0,277.49481943359376,0.3083,1764962924.6210697
940,0.0,1.0,277.4954764160156,0.3082,1764962941.7549853
945,0.0,1.0,277.49682705078123,0.3082,1764962958.587818
950,0.0,1.0,277.495435546875,0.3081,1764962972.0039897
955,0.0,1.0,277.4953185546875,0.308,1764962987.4406886
960,0.0,1.0,277.4996020019531,0.308,1764963003.2251751
965,0.0,1.0,277.50171381835935,0.308,1764963018.5308201
970,0.0,1.0,277.5039373046875,0.308,1764963034.6948717
975,0.0,1.0,277.5043041992187,0.308,1764963051.511967
980,0.0,1.0,277.5064515136719,0.308,1764963067.3784783
985,0.0,1.0,277.50847275390623,0.308,1764963083.5361009
990,0.0,1.0,277.5077637207031,0.308,1764963096.7366776
995,0.0,1.0,277.5080888671875,0.3079,1764963112.157713
1000,0.0,1.0,277.50800659179686,0.3079,1764963127.0548775
