total_agg,avg_train_loss,avg_train_acc,test_loss,test_acc,time
5,2.009521547535712,0.2579174664107486,2.272115518951416,0.1555,1764960172.9697633
15,2.2992218191701483,0.10940499040307101,2.3029561714172364,0.1013,1764960204.0178432
20,2.283682404346389,0.11862659582903815,2.2918556968688963,0.106,1764960209.588326
25,2.168752390893697,0.1789827255278311,2.280413967895508,0.1095,1764960232.6820202
30,2.1266666222909243,0.19255496467973648,2.2421192802429197,0.1392,1764960244.291559
35,2.0613382223022887,0.21362549800796812,2.1837620544433594,0.1512,1764960260.9563122
40,2.0286958802088053,0.235828025477707,2.3254962230682374,0.1314,1764960275.001111
45,2.0235243343350837,0.2376624412022642,2.225087403869629,0.1746,1764960289.8516982
50,1.9832853613019539,0.24686059450007947,2.161328413581848,0.1875,1764960305.3643367
55,1.9363104710557604,0.26340996168582376,2.3255802349090575,0.134,1764960321.370071
60,1.9235291184055423,0.27655199683669435,2.3954528244018554,0.1118,1764960337.019615
65,1.8588200225300344,0.3004462862607587,2.0188317558288573,0.2396,1764960354.4224844
70,1.8746874971550689,0.2962432346386501,2.411384601974487,0.1453,1764960365.448907
75,1.8115454621965839,0.3165937126939912,2.162067366409302,0.1709,1764960384.18503
80,1.7847565188176697,0.3257448678009426,2.0044741283416747,0.252,1764960398.6905277
85,1.7715432506764586,0.3376054768348989,2.107138381958008,0.2214,1764960413.2466428
90,1.7378159707833505,0.34797485477838785,2.267144986343384,0.2328,1764960427.4253874
95,1.7254387480777145,0.36044568245125347,2.1283519046783446,0.2632,1764960442.3788278
100,1.6925658346025707,0.3692429647245343,2.2181341632843017,0.239,1764960458.5752046
105,1.6511595884374637,0.3870864631612594,2.2295492527008056,0.2711,1764960471.44196
110,1.6342729803480007,0.39356474877159614,2.249478883743286,0.2681,1764960487.0704944
115,1.583793674511231,0.4097498805161701,2.1332861476898195,0.2849,1764960504.9803793
120,1.5541709495738736,0.4174293672900915,2.359504281616211,0.2766,1764960518.1606498
125,1.511740916452687,0.4381095868686068,2.5945114604949953,0.2801,1764960533.0164437
130,1.4839372562455775,0.4456815651344043,2.328735497093201,0.2708,1764960550.5498579
135,1.4098412510236482,0.480221957986524,2.457146313095093,0.28,1764960568.0120578
140,1.397383626386515,0.4822009038293824,3.396855997276306,0.2627,1764960575.9523437
145,1.3515806286416232,0.4977603583426652,2.659555253791809,0.2833,1764960591.2623591
150,1.381407610904255,0.4853959411062475,2.6997714403152466,0.2687,1764960610.2098951
155,1.3185044431366502,0.5127861089187056,3.02853199672699,0.2666,1764960619.1698532
160,1.2698616373447447,0.5316698656429942,3.2052362537384034,0.3076,1764960635.126129
165,1.204464731733688,0.5546744905241456,4.169772848510743,0.2557,1764960651.2518013
170,1.1241502692762746,0.5881886642885454,5.249919194793701,0.2697,1764960669.108388
175,1.0295603089668575,0.6224749483060283,5.202214189147949,0.289,1764960682.3706355
180,0.9731221417161664,0.643528849218999,5.409241767883301,0.2608,1764960693.3187888
185,0.9197877553546205,0.6667722521381058,5.8542182109832765,0.2678,1764960709.99616
190,0.8680801996384074,0.6891827306037916,6.920681589508057,0.2899,1764960727.6357336
195,0.8185936017714666,0.7063391442155309,6.313175311279297,0.3328,1764960736.2579896
200,0.6953616890474213,0.7518108731990767,9.118264266967774,0.296,1764960755.5287526
205,0.6540900326631272,0.7700735764555342,7.246250588989258,0.3171,1764960774.5952272
210,0.5823965089529939,0.7971254836926479,10.164142726135253,0.3011,1764960783.4734988
215,0.5008147896895713,0.8285350723715603,9.700036776733398,0.3185,1764960803.1683893
220,0.5293588215356987,0.8156784719458814,12.30742127532959,0.3124,1764960818.9936204
225,0.5193249205700139,0.8221146213684711,9.856134719848633,0.3279,1764960829.52328
230,0.512090816126272,0.8242289701102038,11.928086351776123,0.297,1764960849.0634458
235,0.3633739801748786,0.8775461298825785,10.798286418151855,0.3275,1764960859.5380962
240,0.41657850975080685,0.8584561737200824,14.719245167541503,0.3094,1764960873.9236808
245,0.41491378319907934,0.8558861164427384,10.014602628326417,0.3293,1764960895.5459185
250,0.3154285123299189,0.8957592987443733,13.046997033691406,0.3336,1764960902.0470052
255,0.49904569814132116,0.8292877039395146,12.664277072143555,0.2829,1764960923.5541105
260,0.2531847563567609,0.9166533354663254,12.766144308471679,0.326,1764960937.8213162
265,0.30565093363493373,0.9036306235201262,16.72207958831787,0.3086,1764960951.5235028
270,0.22192891933774717,0.9318956632046301,11.782768019104005,0.3291,1764960971.7401333
275,0.18063696751946676,0.9420880262001757,14.521838139343261,0.322,1764960980.1145124
280,0.22615106753199807,0.9269206248007651,14.99244238128662,0.3308,1764960998.3613088
285,0.16265404895149468,0.9474312072530618,14.22891156616211,0.326,1764961017.9498212
290,0.20307225478595117,0.9348309255437371,12.633475973510743,0.3451,1764961027.1283767
295,0.2166307174616391,0.9303782412179843,13.604048666381836,0.3498,1764961042.6463916
300,0.15012203190118076,0.95208,13.121126275634765,0.3554,1764961059.1838403
305,0.1450684149086773,0.9543255887717073,16.87682590942383,0.3243,1764961074.8468246
310,0.11892526028962387,0.9615261558150696,14.0614837890625,0.3502,1764961085.1850412
315,0.14864110730790697,0.9516589934910303,17.705774964904784,0.3413,1764961100.8393013
320,0.12998704699969235,0.956646477526299,18.027090319824218,0.3396,1764961115.3793478
325,0.1223741021305871,0.9617661174212127,19.47684315185547,0.3232,1764961130.9018755
330,0.12581424158912818,0.9600730274646769,17.254760530090334,0.3566,1764961143.5570867
335,0.11738792064496639,0.9596761390696936,17.257825080871584,0.3464,1764961156.6985042
340,0.1044346137493636,0.9652325765994603,16.364361012268066,0.3315,1764961171.3898613
345,0.11244208958981093,0.9638831560565169,15.917393069458008,0.3318,1764961186.2126489
350,0.10963074257132967,0.9662544874351815,16.402028915405275,0.3302,1764961200.8434777
355,0.12809647996972243,0.9587316762268961,18.351484280395507,0.3151,1764961213.4033422
360,0.12172792336048892,0.960503124499279,20.085716119384767,0.314,1764961225.692805
365,0.10121396975023492,0.9668979819733589,21.601307829284668,0.2801,1764961238.3731477
370,0.10888306560860293,0.9666906878052687,18.09007889099121,0.2914,1764961249.4575214
375,0.08886170858793956,0.9713186989264541,20.78665443725586,0.3303,1764961262.3530915
380,0.0953404202399413,0.9702480657254526,21.94749085998535,0.2892,1764961275.3116667
385,0.08247207778181818,0.9764592841700697,17.09818585510254,0.317,1764961286.4734232
390,0.10878330753915319,0.9661913154943118,20.854017575073243,0.3141,1764961297.9227588
395,0.09181465193168098,0.9706468852197495,17.90204617767334,0.3247,1764961313.4192915
400,0.07653210383229678,0.975658419792498,19.2700128326416,0.3096,1764961327.951527
405,0.08152548796736704,0.9742526903148665,26.197505261230468,0.3125,1764961339.1509757
410,0.07774263242481118,0.9774142059058261,26.567970962524413,0.2941,1764961350.3462765
415,0.0753593078364766,0.9787709497206704,20.28672926940918,0.2961,1764961364.4762063
420,0.07629300740609367,0.978382706164932,21.92444778442383,0.3219,1764961378.6575003
425,0.082531424331739,0.9759807846277022,18.44347976989746,0.3317,1764961393.431888
430,0.07747910408937865,0.977468152866242,31.565314166259764,0.269,1764961406.1332867
435,0.07470473948615589,0.9795036028823059,30.334989266967774,0.3338,1764961419.3199987
440,0.0846348742608822,0.978142514011209,31.158210083007813,0.2771,1764961432.6806412
445,0.061687264963089704,0.9834267413931145,24.710620837402345,0.3102,1764961446.2099388
450,0.06118885062366882,0.9831865492393915,27.54588680114746,0.2909,1764961459.4578714
455,0.07667782729634384,0.9804643714971978,35.37611135559082,0.279,1764961472.6872609
460,0.06475574290484273,0.9818254603682947,33.60337980957031,0.2892,1764961486.001562
465,0.05294043128192276,0.9866293034427542,33.19116334533691,0.2797,1764961500.2791915
470,0.06068353249476678,0.9862289831865493,28.196213305664063,0.324,1764961513.644157
475,0.054449720901874804,0.9847878302642114,44.103382299804686,0.324,1764961528.5693467
480,0.05814645876151676,0.9863891112890312,47.997310998535156,0.2806,1764961543.8144395
485,0.05563826015865668,0.9859887910328262,52.710020056152345,0.3145,1764961559.0642076
490,0.05785840295884889,0.9863891112890312,65.14598349609375,0.2843,1764961574.4866781
495,0.05203132489024625,0.9852707006369427,40.86562174072266,0.321,1764961587.1271791
500,0.05678474790266781,0.9859087269815853,56.937931811523434,0.3077,1764961601.116631
505,0.05428320313686411,0.9878302642113691,55.41824165649414,0.3108,1764961614.9996636
510,0.06897327990772231,0.9839871897518014,42.82769321289062,0.3186,1764961629.6236444
515,0.055931859733189176,0.9883907125700561,49.00677182922363,0.3281,1764961644.9021084
520,0.057822699570168334,0.9875100080064051,48.52762270507812,0.3306,1764961660.0396523
525,0.06893140959894185,0.9851080864691754,51.46401236572266,0.3229,1764961675.6717234
530,0.0781182691159515,0.9847077662129704,49.158654095458985,0.315,1764961691.3559654
535,0.07524480576993911,0.9863090472377902,70.38206486816406,0.2616,1764961706.657488
540,0.0668813089638241,0.9873407643312102,81.37489377441406,0.299,1764961720.1702201
545,0.08151513816177385,0.9868694955964772,78.15806469726563,0.3146,1764961734.2068217
550,0.05992494856670986,0.9882305844675741,86.05542573242188,0.3209,1764961748.7714777
555,0.0765145830027855,0.9877502001601282,81.90120112304687,0.3081,1764961763.3209274
560,0.06403170806220439,0.9876701361088871,87.42427216796875,0.3173,1764961777.535761
565,0.05065961268776913,0.988791032826261,68.66373815917969,0.3356,1764961793.085214
570,0.05495013662946511,0.9905524419535628,130.66743317871095,0.2859,1764961809.0382621
575,0.07667827690298568,0.9881505204163331,103.51089920654297,0.2979,1764961824.4564843
580,0.05684979450283278,0.9893312101910828,120.16452536621094,0.2891,1764961837.437146
585,0.06936259878210745,0.9892714171337069,96.51467266845704,0.2878,1764961851.4985185
590,0.07675890694641227,0.9904723779023219,108.24284088134766,0.3203,1764961866.3689678
595,0.08090881311451227,0.9905524419535628,120.63665438232422,0.3012,1764961881.188971
600,0.05346679307891073,0.9922337870296237,165.00666411132812,0.2898,1764961895.5212948
605,0.07582134346861912,0.9918334667734188,196.37362744140626,0.265,1764961911.7959
610,0.06552557867831692,0.9931945556445156,157.46617797851562,0.2876,1764961927.342108
615,0.06414198804347136,0.9914331465172138,109.02741212158203,0.3223,1764961942.940915
620,0.045013200172513555,0.992515923566879,104.81561215820312,0.3105,1764961958.330993
625,0.06828409807846895,0.9899919935948759,161.4373166503906,0.2944,1764961971.8524616
630,0.06962709432255157,0.9906325060048038,161.1278678222656,0.2938,1764961986.72471
635,0.08557964785531397,0.9912730184147318,180.72791127929688,0.3104,1764962001.8297336
640,0.07255535418292197,0.9928742994395516,272.41146713867187,0.2624,1764962016.6623876
645,0.056770322489616665,0.9942353883106485,283.04025732421877,0.2764,1764962031.151945
650,0.04038387867636612,0.9962369895916734,260.31853198242186,0.2876,1764962047.9556518
655,0.10164574667156906,0.9915132105684548,197.8727623535156,0.2913,1764962063.6527064
660,0.08408500136293533,0.9935948759007206,179.50710859375,0.2832,1764962079.957671
665,0.12247407299535819,0.9910828025477707,327.43517021484377,0.2591,1764962093.4586337
670,0.05527034975163151,0.9941553242594076,217.07031489257812,0.3092,1764962107.9166176
675,0.09582680874125123,0.9911128903122498,155.16038408203124,0.2907,1764962123.1522973
680,0.053351379074070726,0.9944755804643715,127.36524841308594,0.3013,1764962138.138128
685,0.07684669305041035,0.9927942353883107,195.26020688476564,0.2845,1764962153.0643861
690,0.05893771086478452,0.9947157726180945,113.40936667480469,0.3639,1764962168.3552003
695,0.08957306203690539,0.9929543634907926,183.927895703125,0.3366,1764962184.978639
